repos,repo_version,option,option_count,category
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.1-0.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'0.30.2,curl,1,Dependencies
mesosphere/dcos-commons,b'0.30.2,rm,2,Filesystem
mesosphere/dcos-commons,b'0.30.2,tar,1,Filesystem
mesosphere/dcos-commons,b'0.30.2,mv,1,Filesystem
mesosphere/dcos-commons,b'0.30.2,go,2,Build/Execute
mesosphere/dcos-commons,b'0.30.2,pip3,1,Dependencies
mesosphere/dcos-commons,b'0.30.2,install,1,Build/Execute
mesosphere/dcos-commons,b'0.30.2,mkdir,4,Filesystem
mesosphere/dcos-commons,b'0.30.2,git,1,Dependencies
mesosphere/dcos-commons,b'0.30.2,cd,2,Filesystem
mesosphere/dcos-commons,b'0.30.2,cp,1,Filesystem
mesosphere/dcos-commons,b'0.30.2,sed,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,curl,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,rm,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,tar,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,mv,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,go,2,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,pip3,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,install,1,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,mkdir,4,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,git,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,cd,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,cp,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.2-3.0.14,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.5.1,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.0.2-5.6.2,sed,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,curl,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,rm,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,tar,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.2-2.6.0-cdh5.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,curl,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,rm,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,tar,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.2-0.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,curl,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,rm,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,tar,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,mv,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,go,2,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,pip3,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,install,1,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,mkdir,4,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,git,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,cd,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,cp,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.0.3-3.0.14,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.2,sed,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,curl,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,rm,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,tar,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.3-2.6.0-cdh5.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,curl,1,Dependencies
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,rm,2,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,tar,1,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,mv,1,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,go,2,Build/Execute
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,pip3,1,Dependencies
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,install,1,Build/Execute
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,git,1,Dependencies
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,cd,2,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,cp,1,Filesystem
mesosphere/dcos-commons,b'hello-world-2.0.3-0.30.3,sed,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,curl,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,rm,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,tar,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.3-0.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'0.30.3,curl,1,Dependencies
mesosphere/dcos-commons,b'0.30.3,rm,2,Filesystem
mesosphere/dcos-commons,b'0.30.3,tar,1,Filesystem
mesosphere/dcos-commons,b'0.30.3,mv,1,Filesystem
mesosphere/dcos-commons,b'0.30.3,go,2,Build/Execute
mesosphere/dcos-commons,b'0.30.3,pip3,1,Dependencies
mesosphere/dcos-commons,b'0.30.3,install,1,Build/Execute
mesosphere/dcos-commons,b'0.30.3,mkdir,4,Filesystem
mesosphere/dcos-commons,b'0.30.3,git,1,Dependencies
mesosphere/dcos-commons,b'0.30.3,cd,2,Filesystem
mesosphere/dcos-commons,b'0.30.3,cp,1,Filesystem
mesosphere/dcos-commons,b'0.30.3,sed,1,Filesystem
mesosphere/dcos-commons,b'0.31.0,curl,1,Dependencies
mesosphere/dcos-commons,b'0.31.0,rm,2,Filesystem
mesosphere/dcos-commons,b'0.31.0,tar,1,Filesystem
mesosphere/dcos-commons,b'0.31.0,mv,1,Filesystem
mesosphere/dcos-commons,b'0.31.0,go,2,Build/Execute
mesosphere/dcos-commons,b'0.31.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'0.31.0,install,1,Build/Execute
mesosphere/dcos-commons,b'0.31.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'0.31.0,git,1,Dependencies
mesosphere/dcos-commons,b'0.31.0,cd,2,Filesystem
mesosphere/dcos-commons,b'0.31.0,cp,1,Filesystem
mesosphere/dcos-commons,b'0.31.0,sed,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,git,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.0-3.0.15-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.0-5.6.4-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.0-1.0.0-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,git,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.0-2.6.0-cdh5.11.0-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'0.31.1,curl,1,Dependencies
mesosphere/dcos-commons,b'0.31.1,rm,2,Filesystem
mesosphere/dcos-commons,b'0.31.1,tar,1,Filesystem
mesosphere/dcos-commons,b'0.31.1,mv,1,Filesystem
mesosphere/dcos-commons,b'0.31.1,go,2,Build/Execute
mesosphere/dcos-commons,b'0.31.1,pip3,1,Dependencies
mesosphere/dcos-commons,b'0.31.1,install,1,Build/Execute
mesosphere/dcos-commons,b'0.31.1,mkdir,4,Filesystem
mesosphere/dcos-commons,b'0.31.1,git,1,Dependencies
mesosphere/dcos-commons,b'0.31.1,cd,2,Filesystem
mesosphere/dcos-commons,b'0.31.1,cp,1,Filesystem
mesosphere/dcos-commons,b'0.31.1,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,git,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.1.1-2.6.0-cdh5.11.0-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.1.1-1.0.0-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'0.31.2,curl,1,Dependencies
mesosphere/dcos-commons,b'0.31.2,rm,2,Filesystem
mesosphere/dcos-commons,b'0.31.2,tar,1,Filesystem
mesosphere/dcos-commons,b'0.31.2,mv,1,Filesystem
mesosphere/dcos-commons,b'0.31.2,go,2,Build/Execute
mesosphere/dcos-commons,b'0.31.2,pip3,1,Dependencies
mesosphere/dcos-commons,b'0.31.2,install,1,Build/Execute
mesosphere/dcos-commons,b'0.31.2,mkdir,4,Filesystem
mesosphere/dcos-commons,b'0.31.2,git,1,Dependencies
mesosphere/dcos-commons,b'0.31.2,cd,2,Filesystem
mesosphere/dcos-commons,b'0.31.2,cp,1,Filesystem
mesosphere/dcos-commons,b'0.31.2,sed,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,curl,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,rm,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,tar,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,mv,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,go,2,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,pip3,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,install,1,Build/Execute
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,mkdir,4,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,git,1,Dependencies
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,cd,2,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,cp,1,Filesystem
mesosphere/dcos-commons,b'cassandra-2.1.1-3.0.15-beta,sed,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,curl,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,rm,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,tar,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,mv,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,go,2,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,pip3,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,install,1,Build/Execute
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,mkdir,4,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,git,1,Dependencies
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,cd,2,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,cp,1,Filesystem
mesosphere/dcos-commons,b'elastic-2.1.1-5.6.5,sed,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,curl,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,rm,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,tar,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,mv,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,go,2,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,install,1,Build/Execute
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,git,1,Dependencies
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,cd,2,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,cp,1,Filesystem
mesosphere/dcos-commons,b'hdfs-2.0.4-2.6.0-cdh5.11.0,sed,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,curl,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,rm,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,tar,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,mv,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,go,2,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,pip3,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,install,1,Build/Execute
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,mkdir,4,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,git,1,Dependencies
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,cd,2,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,cp,1,Filesystem
mesosphere/dcos-commons,b'kafka-2.0.4-1.0.0,sed,1,Filesystem
mesosphere/dcos-commons,b'kibana-2.1.1-5.6.5,curl,1,Dependencies
mesosphere/dcos-commons,b'kibana-2.1.1-5.6.5,rm,2,Filesystem
