repos,repo_version,instructions,instructions_count
mesosphere/dcos-commons,b'0.53.0,FROM,1
mesosphere/dcos-commons,b'0.53.0,COPY,17
mesosphere/dcos-commons,b'0.53.0,ENV,6
mesosphere/dcos-commons,b'0.53.0,RUN,10
mesosphere/dcos-commons,b'0.53.0,FROM,1
mesosphere/dcos-commons,b'0.53.0,CMD,1
mesosphere/dcos-commons,b'VERSION,FROM,1
mesosphere/dcos-commons,b'VERSION,COPY,17
mesosphere/dcos-commons,b'VERSION,ENV,6
mesosphere/dcos-commons,b'VERSION,RUN,10
mesosphere/dcos-commons,b'VERSION,FROM,1
mesosphere/dcos-commons,b'VERSION,CMD,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,FROM,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,COPY,17
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,ENV,6
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,RUN,10
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,FROM,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2,CMD,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,FROM,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,COPY,17
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,ENV,6
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,RUN,10
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,FROM,1
mesosphere/dcos-commons,b'helloworld-2.3.0-0.42.2-rc1,CMD,1
mesosphere/dcos-commons,b'0.42.3,FROM,1
mesosphere/dcos-commons,b'0.42.3,COPY,17
mesosphere/dcos-commons,b'0.42.3,ENV,6
mesosphere/dcos-commons,b'0.42.3,RUN,10
mesosphere/dcos-commons,b'0.42.3,FROM,1
mesosphere/dcos-commons,b'0.42.3,CMD,1
mesosphere/dcos-commons,b'0.54.0,FROM,1
mesosphere/dcos-commons,b'0.54.0,COPY,17
mesosphere/dcos-commons,b'0.54.0,ENV,6
mesosphere/dcos-commons,b'0.54.0,RUN,10
mesosphere/dcos-commons,b'0.54.0,FROM,1
mesosphere/dcos-commons,b'0.54.0,CMD,1
mesosphere/dcos-commons,b'0.42.4,FROM,1
mesosphere/dcos-commons,b'0.42.4,COPY,17
mesosphere/dcos-commons,b'0.42.4,ENV,6
mesosphere/dcos-commons,b'0.42.4,RUN,10
mesosphere/dcos-commons,b'0.42.4,FROM,1
mesosphere/dcos-commons,b'0.42.4,CMD,1
mesosphere/dcos-commons,b'0.54.1,FROM,1
mesosphere/dcos-commons,b'0.54.1,COPY,17
mesosphere/dcos-commons,b'0.54.1,ENV,6
mesosphere/dcos-commons,b'0.54.1,RUN,10
mesosphere/dcos-commons,b'0.54.1,FROM,1
mesosphere/dcos-commons,b'0.54.1,CMD,1
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,FROM,1
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,COPY,17
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,ENV,6
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,RUN,10
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,FROM,1
mesosphere/dcos-commons,b'cassandra-2.4.0-3.0.16,CMD,1
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,COPY,17
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,ENV,6
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,RUN,10
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.4.0-2.6.0-cdh5.11.0,CMD,1
mesosphere/dcos-commons,b'0.42.5,FROM,1
mesosphere/dcos-commons,b'0.42.5,COPY,17
mesosphere/dcos-commons,b'0.42.5,ENV,6
mesosphere/dcos-commons,b'0.42.5,RUN,10
mesosphere/dcos-commons,b'0.42.5,FROM,1
mesosphere/dcos-commons,b'0.42.5,CMD,1
mesosphere/dcos-commons,b'0.54.2,FROM,1
mesosphere/dcos-commons,b'0.54.2,COPY,17
mesosphere/dcos-commons,b'0.54.2,ENV,6
mesosphere/dcos-commons,b'0.54.2,RUN,10
mesosphere/dcos-commons,b'0.54.2,FROM,1
mesosphere/dcos-commons,b'0.54.2,CMD,1
mesosphere/dcos-commons,b'0.54.3,FROM,1
mesosphere/dcos-commons,b'0.54.3,COPY,17
mesosphere/dcos-commons,b'0.54.3,ENV,6
mesosphere/dcos-commons,b'0.54.3,RUN,10
mesosphere/dcos-commons,b'0.54.3,FROM,1
mesosphere/dcos-commons,b'0.54.3,CMD,1
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,FROM,1
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,COPY,17
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,ENV,6
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,RUN,10
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,FROM,1
mesosphere/dcos-commons,b'helloworld-3.0.0-0.54.3,CMD,1
mesosphere/dcos-commons,b'helloworld-dss,FROM,1
mesosphere/dcos-commons,b'helloworld-dss,COPY,17
mesosphere/dcos-commons,b'helloworld-dss,ENV,6
mesosphere/dcos-commons,b'helloworld-dss,RUN,10
mesosphere/dcos-commons,b'helloworld-dss,FROM,1
mesosphere/dcos-commons,b'helloworld-dss,CMD,1
mesosphere/dcos-commons,b'helloworld-sdk,FROM,1
mesosphere/dcos-commons,b'helloworld-sdk,COPY,17
mesosphere/dcos-commons,b'helloworld-sdk,ENV,6
mesosphere/dcos-commons,b'helloworld-sdk,RUN,10
mesosphere/dcos-commons,b'helloworld-sdk,FROM,1
mesosphere/dcos-commons,b'helloworld-sdk,CMD,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,COPY,17
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,ENV,6
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,RUN,10
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1,CMD,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,COPY,17
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,ENV,6
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,RUN,10
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-1,CMD,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,COPY,17
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,ENV,6
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,RUN,10
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,FROM,1
mesosphere/dcos-commons,b'2.5.0-2.6.0-cdh5.16.1-3,CMD,1
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,COPY,17
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,ENV,6
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,RUN,10
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.5.0-2.6.0-cdh5.11.0,CMD,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,COPY,17
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,ENV,6
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,RUN,10
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc1,CMD,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,COPY,17
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,ENV,6
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,RUN,10
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc2,CMD,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,COPY,17
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,ENV,6
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,RUN,10
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2-rc3,CMD,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,COPY,17
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,ENV,6
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,RUN,10
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,FROM,1
mesosphere/dcos-commons,b'elastic-2.5.0-6.3.2,CMD,1
mesosphere/dcos-commons,b'0.55.0,FROM,1
mesosphere/dcos-commons,b'0.55.0,COPY,17
mesosphere/dcos-commons,b'0.55.0,ENV,6
mesosphere/dcos-commons,b'0.55.0,RUN,10
mesosphere/dcos-commons,b'0.55.0,FROM,1
mesosphere/dcos-commons,b'0.55.0,CMD,1
mesosphere/dcos-commons,b'0.55.2,FROM,1
mesosphere/dcos-commons,b'0.55.2,COPY,17
mesosphere/dcos-commons,b'0.55.2,ENV,6
mesosphere/dcos-commons,b'0.55.2,RUN,10
mesosphere/dcos-commons,b'0.55.2,FROM,1
mesosphere/dcos-commons,b'0.55.2,CMD,1
mesosphere/dcos-commons,b'0.55.1,FROM,1
mesosphere/dcos-commons,b'0.55.1,COPY,17
mesosphere/dcos-commons,b'0.55.1,ENV,6
mesosphere/dcos-commons,b'0.55.1,RUN,10
mesosphere/dcos-commons,b'0.55.1,FROM,1
mesosphere/dcos-commons,b'0.55.1,CMD,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,FROM,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,COPY,17
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,ENV,6
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,RUN,10
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,FROM,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.3.2-beta,CMD,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,COPY,17
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,ENV,6
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,RUN,10
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.0.16-beta,CMD,1
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,FROM,1
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,COPY,17
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,ENV,6
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,RUN,10
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,FROM,1
mesosphere/dcos-commons,b'hdfs-2.6.0-2.6.0-cdh5.11.0-beta,CMD,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,COPY,17
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,ENV,6
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,RUN,10
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc2,CMD,1
mesosphere/dcos-commons,b'v0.55.3,FROM,1
mesosphere/dcos-commons,b'v0.55.3,COPY,17
mesosphere/dcos-commons,b'v0.55.3,ENV,6
mesosphere/dcos-commons,b'v0.55.3,RUN,10
mesosphere/dcos-commons,b'v0.55.3,FROM,1
mesosphere/dcos-commons,b'v0.55.3,CMD,1
mesosphere/dcos-commons,b'0.55.3,FROM,1
mesosphere/dcos-commons,b'0.55.3,COPY,17
mesosphere/dcos-commons,b'0.55.3,ENV,6
mesosphere/dcos-commons,b'0.55.3,RUN,10
mesosphere/dcos-commons,b'0.55.3,FROM,1
mesosphere/dcos-commons,b'0.55.3,CMD,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,COPY,17
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,ENV,6
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,RUN,10
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3-rc3,CMD,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,COPY,17
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,ENV,6
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,RUN,10
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,FROM,1
mesosphere/dcos-commons,b'cassandra-2.5.0-3.11.3,CMD,1
mesosphere/dcos-commons,b'0.55.4,FROM,1
mesosphere/dcos-commons,b'0.55.4,COPY,17
mesosphere/dcos-commons,b'0.55.4,ENV,6
mesosphere/dcos-commons,b'0.55.4,RUN,10
mesosphere/dcos-commons,b'0.55.4,FROM,1
mesosphere/dcos-commons,b'0.55.4,CMD,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,FROM,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,COPY,17
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,ENV,6
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,RUN,10
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,FROM,1
mesosphere/dcos-commons,b'elastic-2.6.0-6.6.1,CMD,1
mesosphere/dcos-commons,b'0.55.5,FROM,1
mesosphere/dcos-commons,b'0.55.5,COPY,17
mesosphere/dcos-commons,b'0.55.5,ENV,6
mesosphere/dcos-commons,b'0.55.5,RUN,10
mesosphere/dcos-commons,b'0.55.5,FROM,1
mesosphere/dcos-commons,b'0.55.5,CMD,1
mesosphere/dcos-commons,b'0.56.0,FROM,1
mesosphere/dcos-commons,b'0.56.0,COPY,17
mesosphere/dcos-commons,b'0.56.0,ENV,6
mesosphere/dcos-commons,b'0.56.0,RUN,10
mesosphere/dcos-commons,b'0.56.0,FROM,1
mesosphere/dcos-commons,b'0.56.0,CMD,1
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,FROM,1
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,COPY,17
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,ENV,6
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,RUN,10
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,FROM,1
mesosphere/dcos-commons,b'helloworld-3.1.0-0.56.0,CMD,1
mesosphere/dcos-commons,b'0.56.1,FROM,1
mesosphere/dcos-commons,b'0.56.1,COPY,17
mesosphere/dcos-commons,b'0.56.1,ENV,6
mesosphere/dcos-commons,b'0.56.1,RUN,10
mesosphere/dcos-commons,b'0.56.1,FROM,1
mesosphere/dcos-commons,b'0.56.1,CMD,1
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,FROM,1
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,COPY,17
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,ENV,6
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,RUN,10
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,FROM,1
mesosphere/dcos-commons,b'cassandra-2.6.0-3.11.4,CMD,1
mesosphere/dcos-commons,b'0.57.0-rc1,FROM,1
mesosphere/dcos-commons,b'0.57.0-rc1,COPY,17
mesosphere/dcos-commons,b'0.57.0-rc1,ENV,6
mesosphere/dcos-commons,b'0.57.0-rc1,RUN,10
mesosphere/dcos-commons,b'0.57.0-rc1,FROM,1
mesosphere/dcos-commons,b'0.57.0-rc1,CMD,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,COPY,17
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,ENV,6
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,RUN,10
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc1,CMD,1
mesosphere/dcos-commons,b'0.57.0-rc2,FROM,1
mesosphere/dcos-commons,b'0.57.0-rc2,COPY,17
mesosphere/dcos-commons,b'0.57.0-rc2,ENV,6
mesosphere/dcos-commons,b'0.57.0-rc2,RUN,10
mesosphere/dcos-commons,b'0.57.0-rc2,FROM,1
mesosphere/dcos-commons,b'0.57.0-rc2,CMD,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,COPY,17
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,ENV,6
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,RUN,10
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4-sdk-0.57.0-rc2,CMD,1
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,COPY,17
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,ENV,6
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,RUN,10
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.6.0-3.2.0,CMD,1
mesosphere/dcos-commons,b'0.56.2,FROM,1
mesosphere/dcos-commons,b'0.56.2,COPY,17
mesosphere/dcos-commons,b'0.56.2,ENV,6
mesosphere/dcos-commons,b'0.56.2,RUN,10
mesosphere/dcos-commons,b'0.56.2,FROM,1
mesosphere/dcos-commons,b'0.56.2,CMD,1
mesosphere/dcos-commons,b'v2.6.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'v2.6.0-3.2.0,COPY,17
mesosphere/dcos-commons,b'v2.6.0-3.2.0,ENV,6
mesosphere/dcos-commons,b'v2.6.0-3.2.0,RUN,10
mesosphere/dcos-commons,b'v2.6.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'v2.6.0-3.2.0,CMD,1
mesosphere/dcos-commons,b'v0.56.3,FROM,1
mesosphere/dcos-commons,b'v0.56.3,COPY,17
mesosphere/dcos-commons,b'v0.56.3,ENV,6
mesosphere/dcos-commons,b'v0.56.3,RUN,10
mesosphere/dcos-commons,b'v0.56.3,FROM,1
mesosphere/dcos-commons,b'v0.56.3,CMD,1
mesosphere/dcos-commons,b'0.56.3,FROM,1
mesosphere/dcos-commons,b'0.56.3,COPY,17
mesosphere/dcos-commons,b'0.56.3,ENV,6
mesosphere/dcos-commons,b'0.56.3,RUN,10
mesosphere/dcos-commons,b'0.56.3,FROM,1
mesosphere/dcos-commons,b'0.56.3,CMD,1
mesosphere/dcos-commons,b'0.57.0,FROM,1
mesosphere/dcos-commons,b'0.57.0,COPY,17
mesosphere/dcos-commons,b'0.57.0,ENV,6
mesosphere/dcos-commons,b'0.57.0,RUN,10
mesosphere/dcos-commons,b'0.57.0,FROM,1
mesosphere/dcos-commons,b'0.57.0,CMD,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,COPY,17
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,ENV,6
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,RUN,10
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,FROM,1
mesosphere/dcos-commons,b'cassandra-2.7.0-3.11.4,CMD,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,COPY,17
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,ENV,6
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,RUN,10
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,FROM,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.0,CMD,1
mesosphere/dcos-commons,b'0.57.1,FROM,1
mesosphere/dcos-commons,b'0.57.1,COPY,17
mesosphere/dcos-commons,b'0.57.1,ENV,6
mesosphere/dcos-commons,b'0.57.1,RUN,10
mesosphere/dcos-commons,b'0.57.1,FROM,1
mesosphere/dcos-commons,b'0.57.1,CMD,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,COPY,17
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,ENV,6
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,RUN,10
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'hdfs-2.7.0-3.2.1,CMD,1
mesosphere/dcos-commons,b'0.57.0.post0,FROM,1
mesosphere/dcos-commons,b'0.57.0.post0,COPY,17
mesosphere/dcos-commons,b'0.57.0.post0,ENV,6
mesosphere/dcos-commons,b'0.57.0.post0,RUN,10
mesosphere/dcos-commons,b'0.57.0.post0,FROM,1
mesosphere/dcos-commons,b'0.57.0.post0,CMD,1
mesosphere/dcos-commons,b'0.57.2,FROM,1
mesosphere/dcos-commons,b'0.57.2,COPY,17
mesosphere/dcos-commons,b'0.57.2,ENV,6
mesosphere/dcos-commons,b'0.57.2,RUN,10
mesosphere/dcos-commons,b'0.57.2,FROM,1
mesosphere/dcos-commons,b'0.57.2,CMD,1
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,FROM,1
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,COPY,17
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,ENV,6
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,RUN,10
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,FROM,1
mesosphere/dcos-commons,b'cassandra-2.8.0-3.11.5,CMD,1
mesosphere/dcos-commons,b'0.57.3,FROM,1
mesosphere/dcos-commons,b'0.57.3,COPY,17
mesosphere/dcos-commons,b'0.57.3,ENV,6
mesosphere/dcos-commons,b'0.57.3,RUN,10
mesosphere/dcos-commons,b'0.57.3,FROM,1
mesosphere/dcos-commons,b'0.57.3,CMD,1
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,FROM,1
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,COPY,17
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,ENV,6
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,RUN,10
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,FROM,1
mesosphere/dcos-commons,b'cassandra-2.9.0-3.11.6,CMD,1
mesosphere/dcos-commons,b'0.57.4-alpha,FROM,1
mesosphere/dcos-commons,b'0.57.4-alpha,COPY,17
mesosphere/dcos-commons,b'0.57.4-alpha,ENV,6
mesosphere/dcos-commons,b'0.57.4-alpha,RUN,10
mesosphere/dcos-commons,b'0.57.4-alpha,FROM,1
mesosphere/dcos-commons,b'0.57.4-alpha,CMD,1
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,COPY,17
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,ENV,6
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,RUN,10
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'hdfs-2.8.0-3.2.1,CMD,1
mesosphere/dcos-commons,b'v2.8.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'v2.8.0-3.2.1,COPY,17
mesosphere/dcos-commons,b'v2.8.0-3.2.1,ENV,6
mesosphere/dcos-commons,b'v2.8.0-3.2.1,RUN,10
mesosphere/dcos-commons,b'v2.8.0-3.2.1,FROM,1
mesosphere/dcos-commons,b'v2.8.0-3.2.1,CMD,1
mesosphere/dcos-commons,b'0.58.0-rc1,FROM,1
mesosphere/dcos-commons,b'0.58.0-rc1,COPY,17
mesosphere/dcos-commons,b'0.58.0-rc1,ENV,6
mesosphere/dcos-commons,b'0.58.0-rc1,RUN,10
mesosphere/dcos-commons,b'0.58.0-rc1,FROM,1
mesosphere/dcos-commons,b'0.58.0-rc1,CMD,1
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,FROM,1
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,COPY,17
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,ENV,6
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,RUN,10
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,FROM,1
mesosphere/dcos-commons,b'cassandra-2.10.0-3.11.6-beta,CMD,1
mesosphere/dcos-commons,b'0.58.0-rc2,FROM,1
mesosphere/dcos-commons,b'0.58.0-rc2,COPY,17
mesosphere/dcos-commons,b'0.58.0-rc2,ENV,6
mesosphere/dcos-commons,b'0.58.0-rc2,RUN,10
mesosphere/dcos-commons,b'0.58.0-rc2,FROM,1
mesosphere/dcos-commons,b'0.58.0-rc2,CMD,1
mesosphere/dcos-commons,b'0.58.0-rc3,FROM,1
mesosphere/dcos-commons,b'0.58.0-rc3,COPY,17
mesosphere/dcos-commons,b'0.58.0-rc3,ENV,6
mesosphere/dcos-commons,b'0.58.0-rc3,RUN,10
